Width3D/Thickness3D,Density
0.6823780597822818,0.006062949732646681
0.6978861139533946,0.009151369565953851
0.7133941681245073,0.013319205320765314
0.7289022222956201,0.020430100763028168
0.7444102764667327,0.031233774671097878
0.7599183306378455,0.04531277490970483
0.7754263848089583,0.06759954668273661
0.790934438980071,0.11394102267791381
0.8064424931511838,0.20042599325317823
0.8219505473222966,0.3257874794552092
0.8374586014934092,0.47504050347356774
0.852966655664522,0.6541415525023342
0.8684747098356347,0.8939995317629975
0.8839827640067475,1.1723961488302728
0.8994908181778603,1.3884141816029754
0.9149988723489729,1.484486465656752
0.9305069265200857,1.5374411933700025
0.9460149806911984,1.6692646194465677
0.9615230348623112,1.924272266361766
0.977031089033424,2.269778006431561
0.9925391432045366,2.638479112166415
1.0080471973756495,2.958553190926445
1.023555251546762,3.202664706265233
1.0390633057178749,3.4082072361162075
1.0545713598889876,3.6405109665408184
1.0700794140601002,3.894299284304569
1.0855874682312132,3.9892412390285195
1.1010955224023258,3.7273727014663036
1.1166035765734386,3.1977317442341886
1.1321116307445513,2.653899272966213
1.1476196849156641,2.190767672623542
1.163127739086777,1.7848966321584037
1.1786357932578895,1.4375352080146064
1.1941438474290023,1.167521833067234
1.209651901600115,0.9792394995456712
1.2251599557712276,0.8491222837840452
1.2406680099423406,0.7366076077814879
1.2561760641134532,0.6185604000029737
1.271684118284566,0.5061067192726726
1.2871921724556787,0.42508716461656293
1.3027002266267913,0.39025069634239895
1.3182082807979043,0.416200641883616
1.3337163349690169,0.5217789482516818
1.3492243891401297,0.6680349769152456
1.3647324433112424,0.7280237597859038
1.380240497482355,0.618519208851697
1.395748551653468,0.4313139936260256
1.4112566058245806,0.305812698290531
1.4267646599956934,0.2550877612774474
1.4422727141668061,0.2215514300169145
1.4577807683379187,0.1874181303235825
1.4732888225090317,0.17121833974959996
1.4887968766801443,0.18516473309663717
1.504304930851257,0.21951599754548742
1.5198129850223698,0.23294801209201332
1.5353210391934826,0.18822156031814502
1.5508290933645954,0.11484798413288727
1.566337147535708,0.06565619069295979
1.5818452017068207,0.04452177077501352
1.5973532558779335,0.030742951443554843
1.6128613100490463,0.018748421204292102
1.628369364220159,0.01184658636991141
1.6438774183912717,0.01023853005013736
1.6593854725623844,0.012117131627541076
1.6748935267334972,0.01494476669782177
1.6904015809046098,0.015514928754367037
1.7059096350757228,0.012914136250718222
1.7214176892468354,0.009399678297040446
1.7369257434179484,0.006705471104984617
1.752433797589061,0.004551979649636738
1.7679418517601735,0.002929792055524957
1.7834499059312865,0.002386019361848219
1.798957960102399,0.0025617903324286445
1.814466014273512,0.0025864032422095807
1.8299740684446246,0.002072266598123703
1.8454821226157372,0.0012832296865502098
1.8609901767868502,0.0008694079984495055
1.8764982309579628,0.0012378860559206872
1.8920062851290758,0.0022008670573542355
1.9075143393001883,0.0033464734523049036
1.9230223934713009,0.004336303769977382
1.938530447642414,0.004607485217707667
1.9540385018135265,0.003738207146661768
1.9695465559846395,0.0022051396687347426
1.985054610155752,0.0009131028001424906
2.0005626643268646,0.0002564995968446417
2.0160707184979776,4.7558699146439135e-05
2.03157877266909,8.08219898425703e-06
2.047086826840203,2.3520648913086715e-05
2.0625948810113157,0.000135440083865213
2.0781029351824283,0.0004938644973332776
2.0936109893535413,0.001120262010618491
2.109119043524654,0.0015805920881024438
2.124627097695767,0.0013871003519907272
2.1401351518668794,0.0007571533810548104
2.155643206037992,0.0002570699595372087
2.171151260209105,5.434878611951191e-05
2.1866593143802175,8.212847481086724e-06
2.2021673685513306,1.2454165665206166e-05
2.217675422722443,8.1044105428722e-05
2.2331834768935557,0.0003438795649867658
2.2486915310646687,0.0009078947594253035
2.2641995852357812,0.0014909177771587013
2.2797076394068942,0.0015228592467909988
2.295215693578007,0.000967506107584576
2.3107237477491194,0.0003823275068964527
2.3262318019202324,9.397346779280534e-05
2.341739856091345,1.4366892459775548e-05
2.357247910262458,1.3661812087153023e-06
2.3727559644335705,8.080563603244392e-08
2.3882640186046835,2.9727807323818044e-09
2.403772072775796,6.80255373401076e-11
2.4192801269469086,9.682086614852182e-13
2.4347881811180216,8.571440700681471e-15
2.450296235289134,4.7198322712001557e-17
2.465804289460247,1.6165427151781286e-19
2.4813123436313598,3.443782249716201e-22
2.4968203978024723,4.5632268645921375e-25
2.5123284519735853,3.760939238145206e-28
2.527836506144698,1.9280063163988288e-31
2.543344560315811,6.147640552530438e-35
2.5588526144869235,1.2192600950095669e-38
2.574360668658036,1.5040841420329826e-42
2.589868722829149,1.154079651523979e-46
2.6053767770002616,5.507916072296815e-51
2.6208848311713746,1.6350338212988397e-55
2.636392885342487,4.6108986738714415e-58
2.6519009395135997,1.9985059932953396e-53
2.6674089936847127,5.423330318756025e-49
2.6829170478558253,9.154076502900722e-45
2.698425102026938,9.610608750285374e-41
2.713933156198051,6.275887301177645e-37
2.7294412103691634,2.5491022360237853e-33
2.7449492645402764,6.440020512648843e-30
2.760457318711389,1.0119874492851341e-26
2.7759653728825016,9.891243221440514e-24
2.7914734270536146,6.013322759287771e-21
2.806981481224727,2.2738720712219537e-18
2.82248953539584,5.348172655238676e-16
2.8379975895669527,7.82406932428046e-14
2.8535056437380653,7.119472870773571e-12
2.8690136979091783,4.029497290464134e-10
2.884521752080291,1.4185406178046836e-08
2.900029806251404,3.1061366808336405e-07
2.9155378604225164,4.230456442735059e-06
2.931045914593629,3.58378355625967e-05
2.946553968764742,0.00018883574064609376
2.9620620229358545,0.0006188914721907599
2.9775700771069675,0.0012616319539427187
2.99307813127808,0.0015997007210031271
